-82.4030348943;81.8929704866,-82.4149305172;-114.984948034,20.1493424123;-114.975209932,20.1803554015;-7.07825560773,120.542443724;-7.08728486042,120.575764352;81.8858067597,-82.4030348943;81.8929704866,
residential_tower,-46.2799917174,-13.5827702341,0,36.0000000000,24.0,64.0
residential_tower,-22.8360230577,-64.0645433701,0,36.0068968699,24.0103465441,64.0
low_rise,-74.4136954987,-94.5467690214,0,28.0014500605,24.0016917530,80.0
low_rise,53.0228532472,45.8873438494,0,24.0009881885,28.0008470141,80.0
townhouse,-75.4063576603,26.8975514154,0,32.0019334237,32.0019334237,52.0
Parking,35.6615102837,0.418192430738,0,24.0021591053,24.0021591053,48.0
Parking,-74.9111890611,-53.0638403504,0,24.0014500678,24.0014500678,48.0
