-82.4030348943;81.8929704866,-82.4149305172;-114.984948034,20.1493424123;-114.975209932,20.1803554015;-7.07825560773,120.542443724;-7.08728486042,120.575764352;81.8858067597,-82.4030348943;81.8929704866,
residential_tower,-74.9072633522,11.9080479642,0,30.0013292142,22.0018125993,36.0
residential_tower,-74.9120949617,-68.0572655913,0,30.0013292142,22.0018125993,36.0
low_rise,-10.8266860163,-31.5784192315,0,24.0074722287,26.0068972830,36.0
low_rise,-3.45268984378,50.8892664568,0,26.0008470153,24.0009176026,36.0
townhouse,-17.8378905723,-70.5607870404,0,30.0051725285,18.0086222027,4.0
townhouse,-74.4094374726,-24.0746390315,0,30.0010875289,18.0018126066,4.0
Parking,-42.3961932876,-109.981148163,0,20.0022786220,24.0018988186,24.0
Parking,57.6508793882,-2.08342602477,0,20.0021591215,24.0017992382,24.0
